,entropy,origin,vkp
0.0,0.0,0.868715083799,0.0
0.05,0.0,0.868715083799,0.0
0.1,0.0,0.868715083799,0.00982800982801
0.15,0.0,0.868715083799,0.0147058823529
0.2,0.0,0.868715083799,0.0147058823529
0.25,0.0147058823529,0.868715083799,0.029197080292
0.3,0.0147058823529,0.868715083799,0.0339805825243
0.35,0.00982800982801,0.868715083799,0.0339805825243
0.4,0.0387409200969,0.868715083799,0.0985915492958
0.45,0.0387409200969,0.868715083799,0.0985915492958
